# 国家地名信息库·地名读音
# https://dmfw.mca.gov.cn/sound.html
#
# 地名	类型	读音
# standardName	placeType	romanAlphabetSpelling

杰瓦娄	山谷、谷地	Kyerwalung
沙城李	农村居民点	Shāchénglǐ
泡桐弯	山峰	Pàotóng Wān
割猪湾	农村居民点	Gēzhūwān
巴尔廷乌拉	山峰	Bartiin Ûûl
小潋	农村居民点	Xiǎoliàn
鲁纳照	农村居民点	Lǔnàzhào
姚家里	农村居民点	Yáojiālǐ
小凹奈	农村居民点	Xiǎoāonài
赖家院子	农村居民点	Làijiāyuànzǐ
青堡村村民委员会	村民委员会	Qīngbǎocūn Cūnmínwěiyuánhuì
左拔河	河流	Zuǒbá Hé
莲港村民委员会	村民委员会	Liángǎng Cūnmínwěiyuánhuì
沙城俞	农村居民点	Shāchéngyú
库着村民委员会	村民委员会	Kùzhuó Cūnmínwěiyuánhuì
珊湖村潘家	农村居民点	Shānhúcūnpānjiā
班洪	农村居民点	Bānhóng
塔前湖	湖泊	Tǎqián Hú
呼和哈达	山峰	Hoh Had
布涌巴纳能	山谷、谷地	Bùyǒngbānànéng
挂日隆	山谷、谷地	Guàrìlóng
西宝日吐嘎查	农村居民点	Xī Bôrtgacaa
子塞奔	山	Zǐsāibēn
西垅潘家	农村居民点	Xīlǒngpānjiā
庄里村民委员会	村民委员会	Zhuānglǐ Cūnmínwěiyuánhuì
下高洲	农村居民点	Xiàgāozhōu
阿尔公斯克上二岛	洲、河岛	Argunsk Shàng Èrdǎo
查库龙白龙	山谷、谷地	Chákùlóng Báilóng
长峰岭	农村居民点	Chángfēnglǐng
老奔河	山	Lǎobēnhé
南坑口	农村居民点	Nánkēngkǒu
头道坪	农村居民点	Tóudàopíng
东岛	洲、河岛	Dōng Dǎo
小盐沟	农村居民点	Xiǎoyángōu
白泉村民委员会	村民委员会	Báiquán Cūnmínwěiyuánhuì
望王山	山	Wàngwáng Shān
罗壁石	农村居民点	Luóbìshí
二层坡山脉	山体	Èrcéngpō Shānmài
花罗村	村民委员会	Huāluócūn
横查	山谷、谷地	Héngchá
国赖源	农村居民点	Guólàiyuán
广塅刘家	农村居民点	Guǎngduànliújiā
娘恩艾勒牧场	农、林、牧场点	Nang'giin'ail Mùcháng
腊塔泥	农村居民点	Làtǎní
剪刀垇	农村居民点	Jiǎndāo'ào
日克奔	山	Rìkèbēn
马坡山脉	山体	Mǎpō Shānmài
九连山脉	山峰	Jiǔlián Shānmài
泥坑庵	农村居民点	Níkēng'ān
祥虎嘴	农村居民点	Xiánghǔzuǐ
刘平寺	农村居民点	Liúpíngsì
灌溪老居	农村居民点	Guànxīlǎojū
长潭脑	农村居民点	Chángtánnǎo
古溪湾	农村居民点	Gǔxīwān
乌兰山岛	洲、河岛	ǔlaanshān Dǎo
屠刀硬	山峰	Túdāoyìng
旁泥村	村民委员会	Pángní Cūn
罗福洲	农村居民点	Luófúzhōu
韦家洼	农村居民点	Wéijiāwā
枧头岭上	农村居民点	Jiǎntóulǐngshàng
柴湾沟	山谷、谷地	Cháiwān Gōu
熊琼	山谷、谷地	Xióngqióng
生机林	农村居民点	Shēngjīlín
曾陂湾	农村居民点	Zēngbēiwān
三元桥小区	农村居民点	Sānyuánqiáoxiǎoqū
板寨子	农村居民点	Bǎnzhàizǐ
六卡岛	洲、河岛	Liùkǎ Dǎo
明同村	村民委员会	Míngtóng Cūn
留坑村民委员会	村民委员会	Liúkēng Cūnmínwěiyuánhuì
罗平尼	山	Luópíngní
利格龙哇	山谷、谷地	Lìgélóngwā
梅窖村村民委员会	村民委员会	Méijiàocūn Cūnmínwěiyuánhuì
东盼村	农村居民点	Dōngpàncūn
野鸡尾	农村居民点	Yějīwěi
金田水	河流	Jīntián Shuǐ
向家洼	农村居民点	Xiàngjiāwā
六卡上二岛	洲、河岛	Liùkǎ Shàng’èrdǎo
说罗奔	山	Shuōluóbēn
留輋村民委员会	村民委员会	Liúshē Cūnmínwěiyuánhuì
松茶村	村民委员会	Sōngchá Cūn
恰外	山谷、谷地	Qiàwài
平安路	次干路	Píng'ān Lù
叶坑村莲蓬塘	农村居民点	Yèkēngcūnliánpéngtáng
黄连洞	农村居民点	Huángliándòng
下洞子	农村居民点	Xiàdòngzǐ
三僚村村民委员会	村民委员会	Sānliáocūn Cūnmínwěiyuánhuì
芭蕉头	农村居民点	Bājiāotóu
江龙尤玛	山谷、谷地	Jiānglóngyóumǎ
余方	农村居民点	Yúfāng
青岗堡	农村居民点	Qīnggǎngbǎo
上柔森	山谷、谷地	Shàngróusēn
啊里奔	山	Ālǐbēn
白石垇	山峰	Báishí'ào
寨脑村村民委员会	村民委员会	Zhàinǎocūn Cūnmínwěiyuánhuì
官池	农村居民点	Guānchí
林河村	村民委员会	Línhé Cūn
黑山头下三岛	洲、河岛	Hēishāntóu Xiàsāndǎo
石匠岈	农村居民点	Shíjiàngyá
岭背社区岭背	农村居民点	Lǐngbèishèqūlǐngbèi
深山溪	农村居民点	Shēnshānxī
下柔森	山谷、谷地	Xiàróusēn
屏风嶂	山峰	Píngfēngzhàng
廖洞村新屋下	农村居民点	Liàodòngcūnxīnwūxià
大降	农村居民点	Dàjiàng
柏树坳	山口、关隘	Bǎishù'ào
油疗下	农村居民点	Yóuliáoxià
白马湖村民委员会	村民委员会	Báimǎhú Cūnmínwěiyuánhuì
金钟山	农村居民点	Jīnzhōngshān
尤姆拉龙	山谷、谷地	Yóumǔlālóng
谢坪村田心	农村居民点	Xièpíngcūntiánxīn
下屋石	农村居民点	Xiàwūshí
可得力	河流	Kědélì
童坞村民委员会	村民委员会	Tóngwù Cūnmínwěiyuánhuì
大夫岩村民委员会	村民委员会	Dàfūyán Cūnmínwěiyuánhuì
屳背	农村居民点	Hènbèi
南大洼	农村居民点	Nándàwā
沙坪垭口	山口、关隘	Shāpíngyàkǒu
新江岭	农村居民点	Xīnjiānglǐng
昂哈达坂	山口、关隘	Ánghādábǎn
客长湾	农村居民点	Kèchángwān
腊树	农村居民点	Làshù
长岭河	河流	Chánglǐng Hé
山背村村民委员会	村民委员会	Shānbèicūn Cūnmínwěiyuánhuì
那尔莫格其浑迪	平原	Narmagq Hundii
热阿姆拉龙	山谷、谷地	Rè'āmǔlālóng
内樟山	农村居民点	Nèizhāngshān
克特贡玛	河流	Kètègòngmǎ
珠木	农村居民点	Zhūmù
分水垭	农村居民点	Fēnshuǐyà
东河会村民委员会	村民委员会	Dōnghéhuì Cūnmínwěiyuánhuì
水邦村民委员会	村民委员会	Shuǐbāng Cūnmínwěiyuánhuì
齐家大屋	农村居民点	Qíjiādàwū
路东王家	农村居民点	Lùdōngwángjiā
上棚垇	山	Shàngpéng'ào
狮山本	山	Shīshānběn
葛屳	农村居民点	Géhèn
柏路村	村民委员会	Bòlù Cūn
小排	农村居民点	Xiǎopái
格克嘎诺	山口、关隘	Gékègānuò
龙泉观	农村居民点	Lóngquánguān
刘仓张家	农村居民点	Liúcāngzhāngjiā
汪宅村民委员会	村民委员会	Wāngzhái Cūnmínwěiyuánhuì
罗家垭口	农村居民点	Luójiāyàkǒu
中主	农村居民点	Zhōngzhǔ
大山垇	山峰	Dàshān'ào
观音排	农村居民点	Guānyīnpái
赛勒克特乌兰	山谷、谷地	Sàilèkètèwūlán
老玛日格亥	山谷、谷地	Lǎomǎrìgéhài
江龙贡玛	山谷、谷地	Jiānglónggòngmǎ
泥井畔	农村居民点	Níjǐngpàn
兰田河	河流	Lántián Hé
黄梁湾	农村居民点	Huángliángwān
藤坞	农村居民点	Téngwù
栗木山村	村民委员会	Lìmùshān Cūn
角公阴	山峰	Jiǎogōngyīn
心田村村民委员会	村民委员会	Xīntiáncūn Cūnmínwěiyuánhuì
那窝	山谷、谷地	Nàwō
下石陂头	农村居民点	Xiàshíbēitóu
九斗垇	农村居民点	Jiǔdòu'ào
木枝度	山	Mùzhīdù
阿给龙哇	山谷、谷地	Āgěilóngwā
饶家坳	农村居民点	Ráojiā'ào
西葩	农村居民点	Xīpā
白音扎拉嘎	平原	Bayan Jalag
元二街	支路	Yuán 2 Jiē
龙凤山寨	山	Lóngfèngshān Zhài
南翟庄	农村居民点	Nánzháizhuāng
九斗村垇上	农村居民点	Jiǔdòucūn'àoshàng
洗马	农村居民点	Xǐmǎ
江口河	河流	Jiāngkǒu Hé
下拉木苏沟	山谷、谷地	Xiàlāmùsū Gōu
溪尾村民委员会	村民委员会	Xīwěi Cūnmínwěiyuánhuì
桃坡村	村民委员会	Táopō Cūn
仲家户	农村居民点	Zhòngjiāhù
象湾子	农村居民点	Xiàngwānzǐ
黑山头下二岛	洲、河岛	Hēishāntóu Xià’èrdǎo
回风社区居民委员会	社区居委会（居委会）	Huífēng Shèqū Jūmínwěiyuánhuì
钟子寨	山	Zhōngzǐ Zhài
福祥路东一巷	支路	Fúxiáng Lù Dōng 1 Xiàng
喜人坑	农村居民点	Xǐrénkēng
外蔡家	农村居民点	Wàicàijiā
洋布政	农村居民点	Yángbùzhèng
桥头村	村民委员会	Qiáotóu Cūn
岩坑	农村居民点	Yánkēng
启光村村民委员会	村民委员会	Qǐguāngcūn Cūnmínwěiyuánhuì
登高社区居民委员会	社区居委会（居委会）	Dēnggāo Shèqū Jūmínwěiyuánhuì
黑山头下一岛	洲、河岛	Hēishāntóu Xiàyīdǎo
塔木达乌	山谷、谷地	Tǎmù Dáwū
小戴庄	农村居民点	Xiǎodàizhuāng
沈家户	农村居民点	Shěnjiāhù
西垅新村	农村居民点	Xīlǒngxīncūn
台丘	农村居民点	Táiqiū
来东	山谷、谷地	Láidōng
梅山坳	农村居民点	Méishān'ào
打鼓尖	山峰	Dǎgǔjiān / Dǎgǔ Jiān
福祥路西一巷	支路	Fúxiáng Lù Xī 1 Xiàng
下岭背巷	支路	Xiàlǐngbèi Xiàng
东户	农村居民点	Dōnghù
洋竹山	农村居民点	Yángzhúshān
赤岭	农村居民点	Chìlǐng
三叉口低洼	平原	Sānchākǒu Dīwā
茶坞厂	农村居民点	Cháwùchǎng
长洲	农村居民点	Chángzhōu
改利贡玛	山谷、谷地	Gǎilìgòngmǎ
阿玉林	农村居民点	Āyùlín
台山	农村居民点	Táishān
倒钩石	山峰	Dǎogōushí
小枣庄	农村居民点	Xiǎozǎozhuāng
陈潭畈	农村居民点	Chéntánfàn
赤山宋家垄	农村居民点	Chìshānsòngjiālǒng
刘国珍	农村居民点	Liúguózhēn
聂家户	农村居民点	Nièjiāhù
杉木山下	农村居民点	Shānmùshānxià
康龙	山谷、谷地	Kānglóng
金盆湾	农村居民点	Jīnpénwān
文昌街南一巷	支路	Wénchāng Jiē Nán 1 Xiàng
坳坞口	农村居民点	Àowùkǒu
下马头嘴	农村居民点	Xiàmǎtóuzuǐ
肚兜督	山峰	Dùdōudū
黄大屋	农村居民点	Huángdàwū
下大迳	农村居民点	Xiàdàjìng
塘安面	农村居民点	Táng'ānmiàn
云阳关	山口、关隘	Yúnyángguān
官厅上	农村居民点	Guāntīngshàng
荷花尔	农村居民点	Héhuā'ěr
小沟子	平原	Xiǎo Gōuzǐ
塘安脑	农村居民点	Táng'ānnǎo
俄科交合日	山谷、谷地	Ékē Jiāohérì
石枝奔匠	山	Shízhībēnjiàng
新卢家山下	农村居民点	Xīnlújiāshānxià
全神庙	农村居民点	Quánshénmiào
朝门上	农村居民点	Cháoménshàng / Zhāoménshàng
大尖顶梁	山峰	Tsemo Gangzur
丰背村民委员会	村民委员会	Fēngbèi Cūnmínwěiyuánhuì
上黄峰坑	农村居民点	Shànghuángfēngkēng
榜广村	村民委员会	Bǎngguǎng Cūn
杉松沟	农村居民点	Shānsōnggōu
下曹家	农村居民点	Xiàcáojiā
沙源下	农村居民点	Shāyuánxià
龙陂松林坑	农村居民点	Lóngbēisōnglínkēng
芫坝村民委员会	村民委员会	Yuánbà Cūnmínwěiyuánhuì
浪木日	河流	Làngmùrì
槐山村	村民委员会	Huáishān Cūn
张李庄村民委员会	村民委员会	Zhānglǐzhuāng Cūnmínwěiyuánhuì
龙河	河流	Lóng Hé
易屋	农村居民点	Yìwū
黑山头下岛	洲、河岛	Hēishāntóu Xiàdǎo
卢湾新村	农村居民点	Lúwānxīncūn
松芫村民委员会	村民委员会	Sōngyuán Cūnmínwěiyuánhuì
当畈	农村居民点	Dàngfàn
大垇上	山口、关隘	Dà'àoshàng
改利嘎玛	山谷、谷地	Gǎilìgāmǎ
河梁沟村民委员会	村民委员会	Héliánggōu Cūnmínwěiyuánhuì
命芹村村民委员会	村民委员会	Mìngqíncūn Cūnmínwěiyuánhuì
高窝	山峰	Gāowō
费家户	农村居民点	Fèijiāhù
莲花西沟	农村居民点	Liánhuāxīgōu
三益村刘屋	农村居民点	Sānyìcūnliúwū
嘉湖	农村居民点	Jiāhú
新安村	农村居民点	Xīn'āncūn
琵琶墩顶	山峰	Piwang Gangtse
珠湾村	农村居民点	Zhūwāncūn
那日当	河流	Nàrìdāng
李姓坡	农村居民点	Lǐxìngpō
荷树村民委员会	村民委员会	Héshù Cūnmínwěiyuánhuì
赛日钦	山谷、谷地	Sàirìqīn
枥老	农村居民点	Lìlǎo
小堰河	河流	Xiǎoyàn Hé
坪沙	农村居民点	Píngshā
敖包图	山口、关隘	Áobāotú
大溪滩	农村居民点	Dàxītān
天里垭	农村居民点	Tiānlǐyà
黄伯湾	农村居民点	Huángbówān
兔子山	农村居民点	Tùzǐshān
阿伯昌我	山	Ābóchāngwǒ
横败里	农村居民点	Héngbàilǐ
横坑埂	山峰	Héngkēnggěng
措日龙哇	山谷、谷地	Cuòrìlóngwā
小龚营	农村居民点	Xiǎogōngyíng
栗湖上	农村居民点	Lìhúshàng
碓臼荡	农村居民点	Duìjiùdàng
大坑垇	山口、关隘	Dàkēng' Ào
大琴江	河流	Dàqín Jiāng
四方井村	村民委员会	Sìfāngjǐng Cūn
和顺村民委员会	村民委员会	Héshùn Cūnmínwěiyuánhuì
割耳坪	农村居民点	Gē'ěrpíng
团箕下	农村居民点	Tuánjīxià
杨梅洲	农村居民点	Yángméizhōu
哇洪沟	河流	Wahóng Gōu
上马头嘴	农村居民点	Shàngmǎtóuzuǐ
下北垱	农村居民点	Xiàběidàng
石嘴	农村居民点	Shízuǐ
克普腾伦达坂	山口、关隘	Kèpǔténglúndábǎn
冇田下	农村居民点	Pàntiánxià
青锋村民委员会	村民委员会	Qīngfēng Cūnmínwěiyuánhuì
姚家坪	农村居民点	Yáojiāpíng
粉石垇	山口、关隘	Fěnshí' Ào
五贤庙	农村居民点	Wǔxiánmiào
下砧棚坑	农村居民点	Xiàzhēnpéngkēng
滚邦	农村居民点	Gǔnbāng
胡豆湾	农村居民点	Húdòuwān
河江罗家	农村居民点	Héjiāngluójiā
圣玉堂河	河流	Shèngyùtáng Hé
黄田村石孜赖	农村居民点	Huángtiáncūnshízīlài
塔日格音达乌	山谷、谷地	Tǎrìgéyīn Dáwū
石老寨下	农村居民点	Shílǎozhàixià
碉边	农村居民点	Diāobiān
新安下	农村居民点	Xīn'ānxià
黄粱坪	农村居民点	Huángliángpíng
正埠洲	洲、河岛	Zhèngbù Zhōu
东陈宕	农村居民点	Dōngchéndàng
帅家村	农村居民点	Shuàijiācūn
黄岩	农村居民点	Huángyán
狮子窝	农村居民点	Shīzǐwō
文昌街南二巷	支路	Wénchāng Jiē Nán 2 Xiàng
长江	农村居民点	Chángjiāng
赛日琼	山谷、谷地	Sàirìqióng
瓦子场村民委员会	村民委员会	Wǎzǐchǎng Cūnmínwěiyuánhuì
黄塘车家	农村居民点	Huángtángchējiā
王家包上	农村居民点	Wángjiābāoshàng
春一路	次干路	Chūnyī Lù
前李湖	农村居民点	Qiánlǐhú
正名潭	洲、河岛	Zhèngmíng Tán
沃日根浩日格	山谷、谷地	Wòrìgēnhàorìgé
塘岸铺	农村居民点	Táng'ànpū
店子前	农村居民点	Diànzǐqián
石锣陂	农村居民点	Shíluóbēi
桥纳恩他木	山谷、谷地	Qiáonà'ēntāmù
莲塘窝	农村居民点	Liántángwō
文昌街南三巷	支路	Wénchāng Jiē Nán 3 Xiàng
廖洞村新屋场	农村居民点	Liàodòngcūnxīnwūchǎng
上小溪	农村居民点	Shàngxiǎoxī
水庵屋基	农村居民点	Shuǐ'ānwūjī
李家桥	农村居民点	Lǐjiāqiáo
茶山	山	Chá Shān
九弯冈	山口、关隘	Jiǔwān Gāng
倒天沟	农村居民点	Dǎotiāngōu
东炉村民委员会	村民委员会	Dōnglú Cūnmínwěiyuánhuì
窑下巷	支路	Yáoxià Xiàng
寨里村新屋	农村居民点	Zhàilǐcūnxīnwū
哲吉拉龙	山谷、谷地	Zhéjílālóng
长龙坳上	农村居民点	Chánglóng'àoshàng
柏树行	农村居民点	Bǎishùhàng
中央大道	次干路	Zhōngyāng Dàdào
十二案	农村居民点	Shí'èr'àn
钱洲村民委员会	村民委员会	Qiánzhōu Cūnmínwěiyuánhuì
山湾村民委员会	村民委员会	Shānwān Cūnmínwěiyuánhuì
苏家坝小区	农村居民点	Sūjiābàxiǎoqū
木兰河	河流	Mùlán Hé
丁子上	农村居民点	Tingsti Rila
金瑞河	河流	Jīnruì Hé
许营	农村居民点	Xǔyíng
玛什则龙哇	山谷、谷地	Mǎshízélóngwā
长梅塅	农村居民点	Chángméiduàn
易家山路	支路	Yìjiāshān Lù
林家吊嘴	农村居民点	Línjiādiàozuǐ
渡儿桥	农村居民点	Dù'érqiáo
鬼神滩	农村居民点	Guǐshéntān
桥亭街	农村居民点	Qiáotíngjiē
壶峤镇	乡级行政区	Húqiáo Zhèn
牛头上	农村居民点	Niútóushàng
琴江	河流	Qín Jiāng
常娃	农村居民点	Chángwá
口字坑	农村居民点	Kǒuzìkēng
螺塘	农村居民点	Luótáng
毛尔求莫托妥	山谷、谷地	Máo'ěrqiúmòtuōtuǒ
堰岔	农村居民点	Yànchà
新坊河	河流	Xīnfāng Hé
旗山村旗山	农村居民点	Qíshāncūnqíshān
松湖村民委员会	村民委员会	Sōnghú Cūnmínwěiyuánhuì
后祁村民委员会	村民委员会	Hòuqí Cūnmínwěiyuánhuì
月岗新居	农村居民点	Yuègǎngxīnjū
岌贝山	山峰	Jíbèishān
杭村村民委员会	村民委员会	Hángcūn Cūnmínwěiyuánhuì
大背堎	农村居民点	Dàbèilèng
朝山下	农村居民点	Cháoshānxià
阿尔莫托妥	山谷、谷地	Ā'ěrmòtuōtuǒ
秋坑洞	农村居民点	Qiūkēngdòng
洋坝村下马石	农村居民点	Yángbàcūnxiàmǎshí
杉树崠	山	Shānshùdōng
五头沅	农村居民点	Wǔtóuyuán
平松村民委员会	村民委员会	Píngsōng Cūnmínwěiyuánhuì
南坂山	农村居民点	Nánbǎnshān
金天山	山峰	Jīntiānshān
雍家户	农村居民点	Yōngjiāhù
牛形山	山	Niúxíng Shān
陶王庄村民委员会	村民委员会	Táowángzhuāng Cūnmínwěiyuánhuì
摆廷	农村居民点	Bǎitíng
浜玛	河流	Bāngmǎ
乐山村民委员会	村民委员会	Lèshān Cūnmínwěiyuánhuì
施礼坪	农村居民点	Shīlǐpíng
山忙子	山	Shānmángzǐ
洋坝村洋坝	农村居民点	Yángbàcūnyángbà
武岗	农村居民点	Wǔgǎng
霞峰镇	乡级行政区	Xiáfēng Zhèn
马滩	农村居民点	Mǎtān
历市村民委员会	村民委员会	Lìshì Cūnmínwěiyuánhuì
杉树林	农村居民点	Shāshùlín / Shānshùlín
潋溪村民委员会	村民委员会	Liànxī Cūnmínwěiyuánhuì
勒格龙	山谷、谷地	Lègélóng
杰森	河流	Jiésēn
秋溪河	河流	Qiūxī Hé
飞凤关	农村居民点	Fēifèngguān
苏家河沟	农村居民点	Sūjiāhégōu
黄土崖	山峰	Saser Nge
仙花殿	山	Xiānhuā Diàn
大树头	农村居民点	Dàshùtóu
上徐寨村民委员会	村民委员会	Shàngxúzhài Cūnmínwěiyuánhuì
光辉移民新村	农村居民点	Guānghuīyímínxīncūn
巴尕火勒特	山谷、谷地	Bāgǎhuǒlètè
匡南	农村居民点	Kuāngnán
爱买龙	农村居民点	Àimǎilóng
桑日吉	山谷、谷地	Sāngrìjí
烂房子	农村居民点	Lànfángzǐ
石田河	河流	Shítián Hé
北龛社区居民委员会	社区居委会（居委会）	Běikān Shèqū Jūmínwěiyuánhuì
石培	农村居民点	Shípéi
毛家淤	农村居民点	Máojiāyū
以照	农村居民点	Yǐzhào
桂家大塘	农村居民点	Guìjiādàtáng
五通堂	农村居民点	Wǔtōngtáng
棚村	农村居民点	Péngcūn
文昌街南四巷	支路	Wénchāng Jiē Nán 4 Xiàng
龙中街	支路	Lóngzhōng Jiē
小摆金上寨	农村居民点	Xiǎobǎijīnshàngzhài
恩荣村民委员会	村民委员会	Ēnróng Cūnmínwěiyuánhuì
尼龙	山谷、谷地	Nílóng
龙凼湾	农村居民点	Lóngdàngwān
张坪	农村居民点	Zhāngpíng
浩来图	山谷、谷地	Hàoláitú
硝坊界	农村居民点	Xiāofāngjiè
上山坑	农村居民点	Shàngshānkēng / shàngshānkēng
八岔	农村居民点	Bāchà
聚龙路	支路	Jùlóng Lù
文江	农村居民点	Wénjiāng
柿子树下	农村居民点	Shìzǐshùxià
文昌街南五巷	支路	Wénchāng Jiē Nán 5 Xiàng
叫花岩	农村居民点	Jiàohuāyán
港田村民委员会	村民委员会	Gǎngtián Cūnmínwěiyuánhuì
下考口	农村居民点	Xiàkǎokǒu
岭溪河村	农村居民点	Lǐngxīhécūn
恰恰路林玛	河流	Qiàqiàlùlínmǎ
杭胜	农村居民点	Hángshèng
三水大道	次干路	Sānshuǐ Dàdào
呢则箐	农村居民点	Nezéqìng
抵彩	农村居民点	Dǐcǎi
中圳村民委员会	村民委员会	Zhōngzhèn Cūnmínwěiyuánhuì
小寨里	农村居民点	Xiǎozhàilǐ
达尕查龙	山谷、谷地	Dágǎ Chálóng
湖下垄	农村居民点	Húxiàlǒng
大山顶	山峰	Ribo Tse / Dàshāndǐng
严家河	河流	Yánjiā Hé
脑哈吞霍托勒	山口、关隘	Nǎohātūnhuòtuōlè
坪地川村民委员会	村民委员会	Píngdìchuān Cūnmínwěiyuánhuì
山里田庄	农村居民点	Shānlǐtiánzhuāng
故德	农村居民点	Gùdé
下坝仔	农村居民点	Xiàbàzǎi
河西坑	农村居民点	Héxīkēng
横溪大房	农村居民点	Héngxīdàfáng
鸡岭寨	山	Jīlǐng Zhài
罗圈岩	山峰	Luóquān Yán
上河滩村	农村居民点	Chudramyar Dewa
谭家河	河流	Tánjiā Hé
扁担山	山	Biǎndān Shān
祖山堡	农村居民点	Zǔshānbǎo
中洲街	主干路	Zhōngzhōu Jiē
直尕志	河流	Zhígǎzhì
合照	农村居民点	Hézhào
龙头脑	农村居民点	Lóngtóunǎo
前祁村民委员会	村民委员会	Qiánqí Cūnmínwěiyuánhuì
老圩村民委员会	村民委员会	Lǎowéi Cūnmínwěiyuánhuì / Lǎoxū Cūnmínwěiyuánhuì
